"job_id","company_name","job_title","salary_year_avg","skill_id","skills"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",1,"python"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",5,"r"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",7,"sas"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",182,"tableau"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",186,"sas"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",199,"spss"
116211,"UnitedHealthcare","Sr Data Analyst - Remote","126000.0",0,"sql"
116211,"UnitedHealthcare","Sr Data Analyst - Remote","126000.0",61,"sql server"
116211,"UnitedHealthcare","Sr Data Analyst - Remote","126000.0",194,"ssis"
116211,"UnitedHealthcare","Sr Data Analyst - Remote","126000.0",197,"ssrs"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",0,"sql"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",1,"python"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",5,"r"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",7,"sas"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",76,"aws"
502626,"UnitedHealth Group","Sr Data Analyst, Consultant - Client Facing - Remote","126000.0",186,"sas"
1735665,"USAA","Mid-Level Decision Science Analyst","125930.0",0,"sql"
1735665,"USAA","Mid-Level Decision Science Analyst","125930.0",7,"sas"
1735665,"USAA","Mid-Level Decision Science Analyst","125930.0",137,"phoenix"
1735665,"USAA","Mid-Level Decision Science Analyst","125930.0",186,"sas"
748965,"Uber","Strategy and Data Analyst, Sustainability","125500.0",0,"sql"
748965,"Uber","Strategy and Data Analyst, Sustainability","125500.0",1,"python"
748965,"Uber","Strategy and Data Analyst, Sustainability","125500.0",5,"r"
748965,"Uber","Strategy and Data Analyst, Sustainability","125500.0",8,"go"
285447,"Robert Half","Data Analyst","125000.0",215,"flow"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",0,"sql"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",1,"python"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",5,"r"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",22,"vba"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",181,"excel"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",182,"tableau"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",201,"alteryx"
1551308,"Get It Recruit - Information Technology","Investment Data and Analytics Manager","125000.0",215,"flow"
900945,"The Walt Disney Company","Data Analyst","125000.0",0,"sql"
900945,"The Walt Disney Company","Data Analyst","125000.0",1,"python"
900945,"The Walt Disney Company","Data Analyst","125000.0",5,"r"
900945,"The Walt Disney Company","Data Analyst","125000.0",7,"sas"
900945,"The Walt Disney Company","Data Analyst","125000.0",75,"databricks"
900945,"The Walt Disney Company","Data Analyst","125000.0",80,"snowflake"
900945,"The Walt Disney Company","Data Analyst","125000.0",186,"sas"
900945,"The Walt Disney Company","Data Analyst","125000.0",199,"spss"
400967,"PWR Staffing & Recruiting","Healthcare Data Analyst (Manager)- $120,000-130,000/yr | Remote in PST","125000.0",0,"sql"
595967,"Starbridge Partners","Data Science Analyst 2 (Pop Health)","125000.0",0,"sql"
595967,"Starbridge Partners","Data Science Analyst 2 (Pop Health)","125000.0",1,"python"
595967,"Starbridge Partners","Data Science Analyst 2 (Pop Health)","125000.0",5,"r"
595967,"Starbridge Partners","Data Science Analyst 2 (Pop Health)","125000.0",7,"sas"
595967,"Starbridge Partners","Data Science Analyst 2 (Pop Health)","125000.0",186,"sas"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",0,"sql"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",1,"python"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",6,"shell"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",77,"bigquery"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",78,"redshift"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",92,"spark"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",96,"airflow"
300502,"Get It Recruit - Real Estate","Healthcare Data Analyst","125000.0",102,"jupyter"
1229773,"Infinity Consulting Solutions, Inc.","Manager, Data Analytics & Reporting - Remote","125000.0",0,"sql"
1229773,"Infinity Consulting Solutions, Inc.","Manager, Data Analytics & Reporting - Remote","125000.0",8,"go"
1229773,"Infinity Consulting Solutions, Inc.","Manager, Data Analytics & Reporting - Remote","125000.0",181,"excel"
1229773,"Infinity Consulting Solutions, Inc.","Manager, Data Analytics & Reporting - Remote","125000.0",238,"notion"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",0,"sql"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",1,"python"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",5,"r"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",12,"bash"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",57,"postgresql"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",77,"bigquery"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",96,"airflow"
1216840,"hims & hers","Data Analyst, Operations (Remote)","125000.0",185,"looker"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",181,"excel"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",183,"power bi"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",188,"word"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",195,"sharepoint"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",196,"powerpoint"
1682817,"Blackstone Consulting, Inc.","Data Analyst: regional physical security","124500.0",249,"microsoft teams"
821092,"Cloudflare","Data Analyst, Support Operations","124000.0",0,"sql"
821092,"Cloudflare","Data Analyst, Support Operations","124000.0",1,"python"
821092,"Cloudflare","Data Analyst, Support Operations","124000.0",5,"r"
821092,"Cloudflare","Data Analyst, Support Operations","124000.0",182,"tableau"
821092,"Cloudflare","Data Analyst, Support Operations","124000.0",185,"looker"
631753,"Get It Recruit - Information Technology","Data Analytics Manager","123000.0",0,"sql"
631753,"Get It Recruit - Information Technology","Data Analytics Manager","123000.0",182,"tableau"
631753,"Get It Recruit - Information Technology","Data Analytics Manager","123000.0",183,"power bi"
631753,"Get It Recruit - Information Technology","Data Analytics Manager","123000.0",185,"looker"
596565,"ICF","Lead Analyst - Data Analytics - Remote","122769.0",0,"sql"
596565,"ICF","Lead Analyst - Data Analytics - Remote","122769.0",1,"python"
596565,"ICF","Lead Analyst - Data Analytics - Remote","122769.0",182,"tableau"
596565,"ICF","Lead Analyst - Data Analytics - Remote","122769.0",183,"power bi"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",0,"sql"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",1,"python"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",7,"sas"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",80,"snowflake"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",182,"tableau"
1015777,"Analytic Recruiting Inc.","Decision Science Analyst - Consumer Lending","122500.0",186,"sas"
238020,"Innova Solutions","Business Data Analyst with SQL (Strong)","122500.0",0,"sql"
238020,"Innova Solutions","Business Data Analyst with SQL (Strong)","122500.0",76,"aws"
238020,"Innova Solutions","Business Data Analyst with SQL (Strong)","122500.0",233,"jira"
238020,"Innova Solutions","Business Data Analyst with SQL (Strong)","122500.0",234,"confluence"
426033,"CloudFlare","Sales Ops Data Analyst (Remote)","122000.0",0,"sql"
426033,"CloudFlare","Sales Ops Data Analyst (Remote)","122000.0",77,"bigquery"
426033,"CloudFlare","Sales Ops Data Analyst (Remote)","122000.0",182,"tableau"
426033,"CloudFlare","Sales Ops Data Analyst (Remote)","122000.0",192,"sheets"
298860,"Cloudflare","Sales Ops Data Analyst (Austin, TX or Remote)","122000.0",0,"sql"
298860,"Cloudflare","Sales Ops Data Analyst (Austin, TX or Remote)","122000.0",77,"bigquery"
298860,"Cloudflare","Sales Ops Data Analyst (Austin, TX or Remote)","122000.0",182,"tableau"
298860,"Cloudflare","Sales Ops Data Analyst (Austin, TX or Remote)","122000.0",192,"sheets"
1191992,"Robert Half","Business Data Analyst","120000.0",0,"sql"
1191992,"Robert Half","Business Data Analyst","120000.0",182,"tableau"
1191992,"Robert Half","Business Data Analyst","120000.0",183,"power bi"
587198,"Motion Recruitment","Data Architect","120000.0",0,"sql"
587198,"Motion Recruitment","Data Architect","120000.0",74,"azure"
587198,"Motion Recruitment","Data Architect","120000.0",76,"aws"
587198,"Motion Recruitment","Data Architect","120000.0",77,"bigquery"
587198,"Motion Recruitment","Data Architect","120000.0",78,"redshift"
587198,"Motion Recruitment","Data Architect","120000.0",80,"snowflake"
587198,"Motion Recruitment","Data Architect","120000.0",81,"gcp"
587198,"Motion Recruitment","Data Architect","120000.0",182,"tableau"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",181,"excel"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",182,"tableau"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",183,"power bi"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",195,"sharepoint"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",196,"powerpoint"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",198,"outlook"
236172,"Get It Recruit - Information Technology","Data Analytics Analyst","120000.0",204,"visio"
999820,"LAI","Business Intelligence Data Analyst","120000.0",0,"sql"
999820,"LAI","Business Intelligence Data Analyst","120000.0",8,"go"
999820,"LAI","Business Intelligence Data Analyst","120000.0",181,"excel"
999820,"LAI","Business Intelligence Data Analyst","120000.0",182,"tableau"
999820,"LAI","Business Intelligence Data Analyst","120000.0",188,"word"
999820,"LAI","Business Intelligence Data Analyst","120000.0",213,"kubernetes"
999820,"LAI","Business Intelligence Data Analyst","120000.0",233,"jira"
999820,"LAI","Business Intelligence Data Analyst","120000.0",234,"confluence"
1611348,"M13","Lifeforce: Data Analyst (Remote)","120000.0",0,"sql"
1611348,"M13","Lifeforce: Data Analyst (Remote)","120000.0",5,"r"
1611348,"M13","Lifeforce: Data Analyst (Remote)","120000.0",7,"sas"
1611348,"M13","Lifeforce: Data Analyst (Remote)","120000.0",186,"sas"
1611348,"M13","Lifeforce: Data Analyst (Remote)","120000.0",199,"spss"
1132443,"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","Risk Data Analyst","119908.0",1,"python"
1132443,"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","Risk Data Analyst","119908.0",22,"vba"
1132443,"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","Risk Data Analyst","119908.0",182,"tableau"
1132443,"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","Risk Data Analyst","119908.0",183,"power bi"
446029,"CVS Health","Data Analyst - Predictive Modeling","119200.0",0,"sql"
446029,"CVS Health","Data Analyst - Predictive Modeling","119200.0",1,"python"
446029,"CVS Health","Data Analyst - Predictive Modeling","119200.0",97,"hadoop"
446029,"CVS Health","Data Analyst - Predictive Modeling","119200.0",182,"tableau"
